text,author,likes,video_title,video_id,published_at,source,sentiment_score,sentiment_category
"para esofagite, é recomendável?",@MissõesMedicas,0,Mecanismo de ação do Paracetamol #farmacia #farmacologia #curso #farmacologiaclínica #faculdade,cvVcG67uzsA,2023-11-21T19:44:10Z,youtube,0.0,neutral
não é AINE,@monarcasdasoloq4572,0,Mecanismo de ação do Paracetamol #farmacia #farmacologia #curso #farmacologiaclínica #faculdade,cvVcG67uzsA,2025-08-29T12:17:43Z,youtube,0.0,neutral
O paracetamol é seletivo? Qual cox ?,@ValeriaOrtiz-ik9yl,0,Mecanismo de ação do Paracetamol #farmacia #farmacologia #curso #farmacologiaclínica #faculdade,cvVcG67uzsA,2024-08-10T22:25:35Z,youtube,0.0,neutral
Paracetamol não é AINE!,@Savatalica,8,Mecanismo de ação do Paracetamol #farmacia #farmacologia #curso #farmacologiaclínica #faculdade,cvVcG67uzsA,2023-12-29T13:02:21Z,youtube,0.0,neutral
"Se eu estiver com dor, tomo dimorf, Foda-se o paracetamol!",@cavaloamigavel666,1,Mecanismo de ação do Paracetamol #farmacia #farmacologia #curso #farmacologiaclínica #faculdade,cvVcG67uzsA,2023-07-11T18:18:44Z,youtube,0.0,neutral
To postępujące zidiocenie najmłodszego pokolenia bierze się z braku jakichkolwiek wymagań i uwagi przez ich rodziców.,@jurek6738,73,Śmiertelny trend wraca na TikToka. Paracetamol niebezpieczny dla dzieci!,-mUaQh_xbCE,2025-10-27T18:44:18Z,youtube,0.0,neutral
"Ciesze się że urodziłem się w 2000 roku, zwykła nokia z bratem na spółkę do kontaktu z rodzicami a tak to całe dzieciństwo na dworze. Niestety coraz mniej się widzi tych najmłodszych beztrosko korzystających z dzieciństwa.",@pswierczynski6985,43,Śmiertelny trend wraca na TikToka. Paracetamol niebezpieczny dla dzieci!,-mUaQh_xbCE,2025-10-27T19:24:56Z,youtube,0.0,neutral
Problem jest też taki że dorośli też biorą to gówno w niekontrolowany sposób bo paluszek czy główka boli.,@Dewas231,17,Śmiertelny trend wraca na TikToka. Paracetamol niebezpieczny dla dzieci!,-mUaQh_xbCE,2025-10-28T09:16:56Z,youtube,-0.4019,negative
Co te dzieciaki mają w głowie .bezstresowe wychowywanie całkowicie zabiło w nich potrzebę  myślenia  😮😮😮,@SlavicPolska,15,Śmiertelny trend wraca na TikToka. Paracetamol niebezpieczny dla dzieci!,-mUaQh_xbCE,2025-10-27T20:15:51Z,youtube,0.0,neutral
"Paracetamol podobno dobry na wszystko🤣 Znam osoby, które własne, małe dzieci szpikowały tym lekiem i uważały, że tak jest dobrze. Obecne pokolenie to pokolenie stracone, ogłupiałe, bezmyślne, roszczeniowe i niewdzięczne!",@barbaraburkot4380,22,Śmiertelny trend wraca na TikToka. Paracetamol niebezpieczny dla dzieci!,-mUaQh_xbCE,2025-10-28T06:03:01Z,youtube,0.0,neutral
Z dziećmi trzeba rozmawiać i je uświadamiać. Uczyć je nie tylko o niebezpieczeństwach różnych wyzwań ale i jak mogą zaistnieć w śród rówieśników bez robienia głupot. Że są wartościowe.,@krewetki,2,Śmiertelny trend wraca na TikToka. Paracetamol niebezpieczny dla dzieci!,-mUaQh_xbCE,2025-10-28T13:50:36Z,youtube,0.0,neutral
Kurde a jak sobie raz na jakiś czas wezmę 1-2 na ból głowy mając 40 lat - to stary mnie lekomanem nazywa :),@Szycha8412,2,Śmiertelny trend wraca na TikToka. Paracetamol niebezpieczny dla dzieci!,-mUaQh_xbCE,2025-10-28T12:40:43Z,youtube,0.4588,positive
Nic nie zastąpi zdrowego rozsądku nawet u dziecka nastoletniego...😵‍💫,@KrzysztofWalczak-b6c,6,Śmiertelny trend wraca na TikToka. Paracetamol niebezpieczny dla dzieci!,-mUaQh_xbCE,2025-10-28T09:47:04Z,youtube,0.0,neutral
"Powinno być od 18-tego roku życia a w domu chować, nigdy nie miałam leków na na wierzchu przy małych dzieciach i nieletnich",@AnnaGutowska-m2o,17,Śmiertelny trend wraca na TikToka. Paracetamol niebezpieczny dla dzieci!,-mUaQh_xbCE,2025-10-27T18:19:06Z,youtube,0.0,neutral
"Brak obowiązków, brak wymagań bo nawet zadania domowe zakazane. Nawet zabawa powinna być przygotowaniem do dorosłego życia. A tu tylko luz i nuda więc mają głupie pomysły.",@pirireis6419,1,Śmiertelny trend wraca na TikToka. Paracetamol niebezpieczny dla dzieci!,-mUaQh_xbCE,2025-10-28T11:27:24Z,youtube,0.0,neutral
"xD zasada ""świętego spokoju"" przez rodziców wychodzi.",@doa1818,0,Śmiertelny trend wraca na TikToka. Paracetamol niebezpieczny dla dzieci!,-mUaQh_xbCE,2025-10-29T08:01:16Z,youtube,0.5859,positive
"Dzisiaj dzieci z nudów i złego wychowania z domu tak postępują Brak rodzicielskiej miłości (to nie znaczy że miłość zastępuję kupnem czego sobie dziecko zażyczy)
A babcie są najgorsze",@irenepallek1747,1,Śmiertelny trend wraca na TikToka. Paracetamol niebezpieczny dla dzieci!,-mUaQh_xbCE,2025-10-28T09:55:52Z,youtube,0.0,neutral
Powinien być przedmiot bhp dla dzieci.,@MałgorzataSobczak-t2v,9,Śmiertelny trend wraca na TikToka. Paracetamol niebezpieczny dla dzieci!,-mUaQh_xbCE,2025-10-28T08:47:50Z,youtube,0.0,neutral
"Brawo dla srik toka że pozwala publikować tak kretyńskie filmy !
Świat oszalał, ludzie dla 'zasięgów' robią idiotyczne rzeczy !",@gandieres,32,Śmiertelny trend wraca na TikToka. Paracetamol niebezpieczny dla dzieci!,-mUaQh_xbCE,2025-10-27T18:27:25Z,youtube,0.0,neutral
😂 kiedy gówno czelendz,@pawedomagaa6045,2,Śmiertelny trend wraca na TikToka. Paracetamol niebezpieczny dla dzieci!,-mUaQh_xbCE,2025-10-28T12:37:24Z,youtube,0.0,neutral
"Nie żal mi ich, w końcu nazywają się ostatnim pokoleniem. 😂 Leki w tak dużych ilościach są jak twarde narkotyki, albo  jeszcze gorsze, bo reakcja organizmu może być nieprzewidywalna, ale kto idiocie zabroni. A głównymi winowajcami są  starzy i ich bezstresowe wychowanie dzieci z telefonem w ręku od pierwszych lat życia, żeby nie trzeba było się nimi zajmować.",@W.S.Z,2,Śmiertelny trend wraca na TikToka. Paracetamol niebezpieczny dla dzieci!,-mUaQh_xbCE,2025-10-28T10:04:15Z,youtube,0.0,neutral
8:55 XDDDDD niezły związek widywanie się ale nie za często XDDDD,@Dandelionq,1,Śmiertelny trend wraca na TikToka. Paracetamol niebezpieczny dla dzieci!,-mUaQh_xbCE,2025-10-28T10:13:49Z,youtube,0.0,neutral
Jakiś mafiozo popełnił samobójstwo w więzieniu biorąc wielką ilość paracetamolu. Dostawał wielokrotnie małą ilość i ją chomikował. Po czym wziął wielką ilość na raz.,@piotrmarczak3733,1,Śmiertelny trend wraca na TikToka. Paracetamol niebezpieczny dla dzieci!,-mUaQh_xbCE,2025-10-28T09:42:03Z,youtube,-0.5574,negative
Takim żaden przeszczep na własne życzenie niszczą sobie zdrowie.,@marikili4122,5,Śmiertelny trend wraca na TikToka. Paracetamol niebezpieczny dla dzieci!,-mUaQh_xbCE,2025-10-28T07:59:56Z,youtube,0.0,neutral
Ludzie po 40 z totalna niewydolnością tak to się kończy,@MaciejWojtkowiak-uz7ve,1,Śmiertelny trend wraca na TikToka. Paracetamol niebezpieczny dla dzieci!,-mUaQh_xbCE,2025-10-28T08:48:16Z,youtube,-0.5574,negative
"Embora alguns estudos demonstram eficácia semelhante no tratamento da dor e da febre entre dipirona e paracetamol, há estudos que que evidenciam superioridade da dipirona, com maior número de respondedores e manutenção dos efeitos por mais tempo quando comparados 500mg dipirona vs 750mg paracetamol.",@Guilherme-io2vu,2,DIPIRONA OU PARACETAMOL: QUAL O MELHOR PARA DOR?,KNZEpihpoPY,2024-03-10T23:00:13Z,youtube,-0.296,neutral
"Um abençoado dia dos pais Dr. Júlio, o senhor é muito especial!",@marialucia6658,1,DIPIRONA OU PARACETAMOL: QUAL O MELHOR PARA DOR?,KNZEpihpoPY,2022-08-14T11:39:39Z,youtube,0.0,neutral
"Faltou maior explicação  desse profissional  em relação  à  dipirona  , pois tem pessoas que sao alérgicas a dipirona e não  sabem  ,correndo um grande risco  a saúde  .",@mariaisabelpereirarampazi2124,0,DIPIRONA OU PARACETAMOL: QUAL O MELHOR PARA DOR?,KNZEpihpoPY,2025-11-21T15:41:49Z,youtube,0.0,neutral
"Tenho ambos em casa . Embora a Dipirona seja mais forte e eficaz , começou a me dar dor de estômago e náusea, portanto ultimamente tenho usado Paracetamol. Meu antigo médico disse que para ele o Tylenol ( nome comercial do Paracetamol ) , não fazia nem cosquinha ...",@anacristinatretchikoff3902,2,DIPIRONA OU PARACETAMOL: QUAL O MELHOR PARA DOR?,KNZEpihpoPY,2022-08-14T16:28:10Z,youtube,0.0,neutral
"Melhor nem fazer o vídeo se não vai explicar nada com relação as melhores indicações, pelo menos.",@williammelloqueiroz,3,DIPIRONA OU PARACETAMOL: QUAL O MELHOR PARA DOR?,KNZEpihpoPY,2025-08-05T16:49:38Z,youtube,0.0,neutral
Qual faz menos mal para o estômago?,@lucascarniel7439,0,DIPIRONA OU PARACETAMOL: QUAL O MELHOR PARA DOR?,KNZEpihpoPY,2024-05-15T16:47:02Z,youtube,0.0,neutral
Os dois têm o mecanismo de ação.,@rayran1606,2,DIPIRONA OU PARACETAMOL: QUAL O MELHOR PARA DOR?,KNZEpihpoPY,2023-06-06T13:18:16Z,youtube,0.0,neutral
"Tô numa crise de dor nas pernas 
Oq Tomar 😢😢😢😢",@OsMontanheirosDoLagoAmarelo,0,DIPIRONA OU PARACETAMOL: QUAL O MELHOR PARA DOR?,KNZEpihpoPY,2024-06-23T13:29:02Z,youtube,0.0,neutral
pode tomar trazodona com paracetamol??,@leandrostang4409,0,DIPIRONA OU PARACETAMOL: QUAL O MELHOR PARA DOR?,KNZEpihpoPY,2025-01-07T19:53:41Z,youtube,0.0,neutral
"Paracetamol faz mal para o meu fígado, a Dipirona me deixa zonza.",@honethcornejo9462,3,DIPIRONA OU PARACETAMOL: QUAL O MELHOR PARA DOR?,KNZEpihpoPY,2022-09-14T21:22:27Z,youtube,0.0,neutral
Paracetamol n passou minha dor de cabeça a dipirona sim,@maededois4587,2,DIPIRONA OU PARACETAMOL: QUAL O MELHOR PARA DOR?,KNZEpihpoPY,2023-09-07T21:49:39Z,youtube,0.0,neutral
"Dipirona não faz efeito nenhum no meu organismo, já paracetamol bate em questão de minutos até dor de cólicas...",@Sheilabaraujoo,0,DIPIRONA OU PARACETAMOL: QUAL O MELHOR PARA DOR?,KNZEpihpoPY,2024-10-13T21:51:12Z,youtube,-0.296,neutral
"Dizem q a dipirona é antiflamatória e q é diferente do paracetamol q não é. Se isso for verdade, então, depende para q tomar um ou outro. Explique, pfv.",@elisangelacosta9069,0,DIPIRONA OU PARACETAMOL: QUAL O MELHOR PARA DOR?,KNZEpihpoPY,2023-05-05T02:40:00Z,youtube,0.0,neutral
Meu pai tem alergia a dipirona,@andrea22333,0,DIPIRONA OU PARACETAMOL: QUAL O MELHOR PARA DOR?,KNZEpihpoPY,2023-09-25T15:53:23Z,youtube,0.0,neutral
Na minha casa ninguém toma dipirona eu tenho alergia eu tenho medo que meus filhos também tem alergia,@deolindasilva2597,0,DIPIRONA OU PARACETAMOL: QUAL O MELHOR PARA DOR?,KNZEpihpoPY,2022-08-16T19:42:24Z,youtube,0.0,neutral
Gracias por la información la necesitaba,@yisusnavarrooficial,10,"Consumo excesivo de paracetamol podría causar intoxicación, alertan especialistas",rul-iQoPwXU,2023-07-03T05:48:17Z,youtube,0.0,neutral
"Acabo de tomarme muchas pastillas estás y otras, no se que debería hacer, realmente no quiero morir Pero lo hize por esta razón.",@karenalejofrauz6036,8,"Consumo excesivo de paracetamol podría causar intoxicación, alertan especialistas",rul-iQoPwXU,2024-04-24T21:09:46Z,youtube,-0.5267,negative
Interesante gracias 🙂,@humbertocampuzano4473,8,"Consumo excesivo de paracetamol podría causar intoxicación, alertan especialistas",rul-iQoPwXU,2022-01-22T03:44:13Z,youtube,0.0,neutral
"Desde marzo de 2020, ya no volvi a ir al medico, ni a tomar medicamentos, y curiosamente tampoco volvi a enfermar...🤪😂, y solo cambie a subir defensas de modo natural... Y resulta que le tengo miedo ahora a ir al medico o al hospital, ya los veo como mataderos",@Antho18911,9,"Consumo excesivo de paracetamol podría causar intoxicación, alertan especialistas",rul-iQoPwXU,2024-01-15T09:04:54Z,youtube,-0.296,neutral
"Este medicamento es de gran utilidad siempre y cuando se emplee con precaución , ya que puede ser mortal cuando hay problemas hepáticos , hay evidencias clínicas que reportan su peligrosidad incluye personas que consumen alcohol.",@marcoscuadros4834,9,"Consumo excesivo de paracetamol podría causar intoxicación, alertan especialistas",rul-iQoPwXU,2022-01-22T05:03:46Z,youtube,0.0,neutral
He llegado a la conclusión que todo te mata 😂 hasta el paracetamol.,@lizleon9597,15,"Consumo excesivo de paracetamol podría causar intoxicación, alertan especialistas",rul-iQoPwXU,2022-01-22T04:20:01Z,youtube,0.0,neutral
Si te intoxican con acetaminofen te recetan nuevamente con acetaminofen así es la atención en la mayoría de clínicas.,@j.ikahuassan6805,3,"Consumo excesivo de paracetamol podría causar intoxicación, alertan especialistas",rul-iQoPwXU,2024-07-30T01:24:57Z,youtube,0.0,neutral
Todo exceso en medicamentos  causa problemas en higado.,@doloreshernandez311,7,"Consumo excesivo de paracetamol podría causar intoxicación, alertan especialistas",rul-iQoPwXU,2022-01-25T11:25:57Z,youtube,0.0,neutral
Todo exeso es malo como los etilicos estos ultimos empedan o te vuelven impertinente .,@jaimeescobar2852,16,"Consumo excesivo de paracetamol podría causar intoxicación, alertan especialistas",rul-iQoPwXU,2022-01-22T04:06:11Z,youtube,0.0,neutral
"Y también con las vacunas , que no son seguras .",@luiscisneros8759,11,"Consumo excesivo de paracetamol podría causar intoxicación, alertan especialistas",rul-iQoPwXU,2022-01-22T07:08:18Z,youtube,-0.296,neutral
Una pastilla de 750 cada 8 horas creo no es mala y es mas es recetada,@pa65,10,"Consumo excesivo de paracetamol podría causar intoxicación, alertan especialistas",rul-iQoPwXU,2022-01-22T03:54:59Z,youtube,-0.296,neutral
"Achis achis los mariachis, no sabía que había supositorios Xd",@LuisMartinez-by1rz,3,"Consumo excesivo de paracetamol podría causar intoxicación, alertan especialistas",rul-iQoPwXU,2022-01-22T04:38:25Z,youtube,0.3818,positive
A entonces no tomemos nada. Y ya!!,@dragonsiniesqueletini375,3,"Consumo excesivo de paracetamol podría causar intoxicación, alertan especialistas",rul-iQoPwXU,2022-01-22T04:25:32Z,youtube,-0.4184,negative
Sobredosis 🙄😒🧐,@marthaimeldasandovalareval8230,2,"Consumo excesivo de paracetamol podría causar intoxicación, alertan especialistas",rul-iQoPwXU,2022-01-22T18:16:01Z,youtube,0.0,neutral
Cuál es la dosis letal cuantas pastillas necesito para descansar en paz,@Merlinavillegas-tq4fs,0,"Consumo excesivo de paracetamol podría causar intoxicación, alertan especialistas",rul-iQoPwXU,2025-03-27T12:55:15Z,youtube,0.0,neutral
Entonces no tomar nada y luego andan echando culpas q por q no recomendaron algun medicamento para controlar la pandemia,@ricardogarcia5682,4,"Consumo excesivo de paracetamol podría causar intoxicación, alertan especialistas",rul-iQoPwXU,2022-01-22T04:26:56Z,youtube,-0.5267,negative
"Jajajjajjajajja pues en EEUU va a ver muchos intoxicados, porque cuando vas al Dr. de ""Primer Mundo"" no tienes núnca nada después de haberte echo todos los estudios que tú seguro médico pudo costear y te recetan tu Tylenol y vayase a su Casita.",@flyaway2045,3,"Consumo excesivo de paracetamol podría causar intoxicación, alertan especialistas",rul-iQoPwXU,2022-01-22T05:05:53Z,youtube,-0.296,neutral
Hay no manchen pero si sales positivo es lo unico que te dan en el seguro paracetamol.😂😂,@clauvelzquez5218,1,"Consumo excesivo de paracetamol podría causar intoxicación, alertan especialistas",rul-iQoPwXU,2022-01-25T13:39:27Z,youtube,-0.296,neutral
y esto despues de tantos años en el mercado??? 🤣😂🤣😂🤣,@jorimuto2685,4,"Consumo excesivo de paracetamol podría causar intoxicación, alertan especialistas",rul-iQoPwXU,2022-01-22T04:30:01Z,youtube,0.0,neutral
Todo en exceso causa intoxicacion,@eltiodewey6646,1,"Consumo excesivo de paracetamol podría causar intoxicación, alertan especialistas",rul-iQoPwXU,2022-01-27T14:43:03Z,youtube,0.0,neutral
Sei que você é um dos únicos médicos que orienta as pessoas tira dúvidas em fim sempre ajudando.,@marialourdes7353,4,PARACETAMOL: os perigos desse remédio para DOR E PARA FEBRE! RISCOS E EFEITOS COLATERAIS,Duy4yV6FoBg,2023-06-12T10:37:12Z,youtube,0.0,neutral
Obrigada Dr Júlio! Deus abençoe sua vida e sua família 🙏,@adriananeves4937,4,PARACETAMOL: os perigos desse remédio para DOR E PARA FEBRE! RISCOS E EFEITOS COLATERAIS,Duy4yV6FoBg,2023-06-12T00:08:35Z,youtube,0.0,neutral
Dr quando tenho dor de cabeca ou  sinusite as vezes eu  tomo mais obrigado pelo aviso😮,@devison1207,3,PARACETAMOL: os perigos desse remédio para DOR E PARA FEBRE! RISCOS E EFEITOS COLATERAIS,Duy4yV6FoBg,2023-06-12T11:15:10Z,youtube,0.0,neutral
Tomei por orientação médica  6 hs após estou com náuseas  e a prescrição é de 6/6 hs vou parar a dor acalmou,@Josefa-wy8ms,0,PARACETAMOL: os perigos desse remédio para DOR E PARA FEBRE! RISCOS E EFEITOS COLATERAIS,Duy4yV6FoBg,2025-10-18T05:48:00Z,youtube,0.0,neutral
Obrigada dr Júlio pelas orientações!🙂,@veraoliveira5329,1,PARACETAMOL: os perigos desse remédio para DOR E PARA FEBRE! RISCOS E EFEITOS COLATERAIS,Duy4yV6FoBg,2023-06-12T12:41:55Z,youtube,0.0,neutral
"Boa noite,dr Julio!👏",@isabelnegrao4184,1,PARACETAMOL: os perigos desse remédio para DOR E PARA FEBRE! RISCOS E EFEITOS COLATERAIS,Duy4yV6FoBg,2023-06-12T00:10:51Z,youtube,0.0,neutral
"Dr, o senhor pode explicar o uso do uro vaxom,  por quanto se pode usar.  Obrigada!",@mariagoncalves9804,1,PARACETAMOL: os perigos desse remédio para DOR E PARA FEBRE! RISCOS E EFEITOS COLATERAIS,Duy4yV6FoBg,2023-06-12T11:43:01Z,youtube,0.0,neutral
Voce me ajudou muito tomo ele por orientacao medica so quando nao estou suportando a dor assim que o medico me falou.,@MariaRaimunda-e1s,1,PARACETAMOL: os perigos desse remédio para DOR E PARA FEBRE! RISCOS E EFEITOS COLATERAIS,Duy4yV6FoBg,2025-02-12T12:42:15Z,youtube,0.0,neutral
Qual a quantidade que pode vim a levar a morte ?,@CassiaCruz-sc6rf,0,PARACETAMOL: os perigos desse remédio para DOR E PARA FEBRE! RISCOS E EFEITOS COLATERAIS,Duy4yV6FoBg,2025-08-14T04:06:50Z,youtube,0.0,neutral
"Passei fio no dedão quebrado, estou  sofrendo de dor e me deram isso para tomar porém não tá ajudando muito, deve ser pelo grave tratamento que fiz né? Foram passados 3 fio no dedão para voltar no lugar",@misterbuenas6802,1,PARACETAMOL: os perigos desse remédio para DOR E PARA FEBRE! RISCOS E EFEITOS COLATERAIS,Duy4yV6FoBg,2024-12-11T18:20:58Z,youtube,-0.802,negative
"Quando dou antitérmico (paracetamol, plasil, dipirona) pro meu filho ele tem crise de ausência. É perigoso tomar isso aí.",@DeboraCristina-jm3sd,1,PARACETAMOL: os perigos desse remédio para DOR E PARA FEBRE! RISCOS E EFEITOS COLATERAIS,Duy4yV6FoBg,2024-09-15T14:39:07Z,youtube,0.0,neutral
"Dr. Júlio por favor mim tire uma dúvida, as sequelas que a COVID 19 deixa nas pessoas pode acabar  ?",@marialourdes7353,1,PARACETAMOL: os perigos desse remédio para DOR E PARA FEBRE! RISCOS E EFEITOS COLATERAIS,Duy4yV6FoBg,2023-06-12T10:36:22Z,youtube,0.4019,positive
"💥 *IBUPROFENO (AINE): qué es, para qué sirve, efectos adversos y cómo funciona* ► https://youtu.be/uBkwv8VZAOw",@alsanagust,57,"PARACETAMOL (ACETAMINOFÉN)💥 qué es, para qué sirve, efectos adversos, intoxicación y cómo funciona",qazJAQAW6Ss,2021-12-04T20:05:22Z,youtube,0.0,neutral
Me gusta el programa del doctor  para todos los televidentes y para enzeñRnoshraciS al doctor que siempre nos guíe,@mariadelrosariocornejo4541,6,"PARACETAMOL (ACETAMINOFÉN)💥 qué es, para qué sirve, efectos adversos, intoxicación y cómo funciona",qazJAQAW6Ss,2022-01-28T14:25:05Z,youtube,0.0,neutral
Gracias  Doctor por la información  es muy bueno  su programa  yo lo tomó  por años por orden  de Doctor para el dolor de huesos,@Nancycoyhaique2830,12,"PARACETAMOL (ACETAMINOFÉN)💥 qué es, para qué sirve, efectos adversos, intoxicación y cómo funciona",qazJAQAW6Ss,2022-01-11T02:39:54Z,youtube,0.0,neutral
"MUY CLARA Y PRECISA SU EXPLICACIÓN DR..
YO CONSUMO PARACETAMOL  DE 500MG. CUANDO ME DUELEN LOS HUESOS ..TENGO ARTROSIS..Y CDO HAY CAMBIOS CLIMÁTICOS ME DUELEN LAS ARTICULACIONES..TODAS!!.
PERO TOMO Y EN LA MAÑANA Y OTRO EN LA TARDE NOCHE..SI ME DUELEN ..SINO  NO TOMO.
FELICITACIONES ..MUY CLARO Y EXPLÍCITO..
SOY DE ARGENTINA..PROVINCIA SAN JUAN...Y ACÁ ES MUY COMÚN RECETAR SÓLO EL.PARACETAMOL..PARA CALMAR DOLORES. . Y DE AHÍ..SI NO AFLOJA EL DOLOR SE RECETA OTRO.TIPO DE ANTIINFLAMATORIO..
MUCHAS GRACIAS DOC..FELICIDADES !!",@anamariavedia4621,3,"PARACETAMOL (ACETAMINOFÉN)💥 qué es, para qué sirve, efectos adversos, intoxicación y cómo funciona",qazJAQAW6Ss,2022-02-12T15:05:20Z,youtube,-0.7926,negative
"Muchas GRACIAS DR por su VALIOSA INFORMACION, NECESITABA UNA INFORMACION DETALLADA DEL PARACETAMOL, GRACIAS POR SU PUBLICACIÓN.",@rosamairamora766,9,"PARACETAMOL (ACETAMINOFÉN)💥 qué es, para qué sirve, efectos adversos, intoxicación y cómo funciona",qazJAQAW6Ss,2022-02-02T23:11:33Z,youtube,0.0,neutral
Bendiciones Doctor yo padesco insuficiencia renal y tiroides y diabetes seguido me duele la cabeza me dan parasetamol  pero la tomó cuando no aguanto el dolor también me duele espalda brasose tomo una pastilla diaria o una cada 12 horas,@rosabeltranvega7845,12,"PARACETAMOL (ACETAMINOFÉN)💥 qué es, para qué sirve, efectos adversos, intoxicación y cómo funciona",qazJAQAW6Ss,2022-02-02T03:29:12Z,youtube,-0.296,neutral
"Para las personas que tenemos alergias a todo lo que contiene aspirina, yo tomo una aspirina y rápidamente me da urticaria, doy gracias por la existencia del acetaphen pues con eso se mejoran mis dolores y claro que siguiendo las instrucciones y solo cuando es muy necesario y tomar agua para hidratar y limpiar el organismo. Gracias por la información 👍",@strongcandi,26,"PARACETAMOL (ACETAMINOFÉN)💥 qué es, para qué sirve, efectos adversos, intoxicación y cómo funciona",qazJAQAW6Ss,2022-01-29T19:58:44Z,youtube,0.0,neutral
"Está muy interesante lo que explico el doctor, del ibuprofeno y del paracetamol,gracias.",@taniadiaz3720,13,"PARACETAMOL (ACETAMINOFÉN)💥 qué es, para qué sirve, efectos adversos, intoxicación y cómo funciona",qazJAQAW6Ss,2022-02-06T18:36:59Z,youtube,0.0,neutral
Buenas tardes espero que estés bien! Muchas gracias por excelente información 👌,@carmelinaasuaje3458,5,"PARACETAMOL (ACETAMINOFÉN)💥 qué es, para qué sirve, efectos adversos, intoxicación y cómo funciona",qazJAQAW6Ss,2022-02-01T17:18:10Z,youtube,0.0,neutral
Gracias muy interesante mantener informaciones al público.,@mirnagomez9354,4,"PARACETAMOL (ACETAMINOFÉN)💥 qué es, para qué sirve, efectos adversos, intoxicación y cómo funciona",qazJAQAW6Ss,2022-02-21T03:21:54Z,youtube,0.0,neutral
Yo me e tomado hasta 7 pastas en menos de 12 horas por más de una semana seguida tengo 22 años y ya entendía porque a ratos me sentía mareado y con dolores de estomago pero acá estoy lo más de bien gracias a Dios,@cristiancamilotrujillopast8748,1,"PARACETAMOL (ACETAMINOFÉN)💥 qué es, para qué sirve, efectos adversos, intoxicación y cómo funciona",qazJAQAW6Ss,2022-10-19T03:04:59Z,youtube,0.0,neutral
Aprendí en pocos minutos cosas  tan  importantes. GRACIAS a sus  conocimientos y por  compartirlos,@gloriavilla2800,7,"PARACETAMOL (ACETAMINOFÉN)💥 qué es, para qué sirve, efectos adversos, intoxicación y cómo funciona",qazJAQAW6Ss,2022-02-01T02:39:44Z,youtube,0.0,neutral
"Gracias Dr, un vídeo muy interesante y explicativo",@Isabel33400,9,"PARACETAMOL (ACETAMINOFÉN)💥 qué es, para qué sirve, efectos adversos, intoxicación y cómo funciona",qazJAQAW6Ss,2022-01-06T06:12:16Z,youtube,0.0,neutral
Bendiciones querido  DOCTOR..GRACIAS NO SABIA NADA DEL PARACETAMOL...MUY INTERESANTE....AHORA SE REALMENTE QUE ES EL PARACETMOL...UNA VEZ MAS AGRADECIDO POR EXPLICAR LO...UN ABRAZO EN LA DISTANCIA QUERIDO DOCTOR SOY DE CHILE ...,@angelcamposmarquez3870,2,"PARACETAMOL (ACETAMINOFÉN)💥 qué es, para qué sirve, efectos adversos, intoxicación y cómo funciona",qazJAQAW6Ss,2022-02-05T01:44:10Z,youtube,-0.4466,negative
"Estupendo vídeo, así entendemos la diferencia con el ibuprofeno.Un saludo, y me alegra encontrarle tan recuperado",@blancasanchezbleye279,31,"PARACETAMOL (ACETAMINOFÉN)💥 qué es, para qué sirve, efectos adversos, intoxicación y cómo funciona",qazJAQAW6Ss,2021-12-04T03:02:17Z,youtube,0.0,neutral
Gracias Doctor por su explicación . Excelente vídeo .,@ilkamendoza352,5,"PARACETAMOL (ACETAMINOFÉN)💥 qué es, para qué sirve, efectos adversos, intoxicación y cómo funciona",qazJAQAW6Ss,2022-02-09T12:57:00Z,youtube,0.0,neutral
Gracias Doc pues yo lo tomaba mucho y me sentía mal pues me Dolia mucho el estómago pues me di cuenta que en realidad cuando uno lo ocupa es bueno gracias y para lo que es cada medicamento Dios bendiga saludos,@lorenacordovalarez5776,4,"PARACETAMOL (ACETAMINOFÉN)💥 qué es, para qué sirve, efectos adversos, intoxicación y cómo funciona",qazJAQAW6Ss,2022-01-31T15:31:45Z,youtube,0.0,neutral
"Muchas gracias Doctor por la explicación del paracetamol, Ibuprofeno.",@thelmaapaza3285,3,"PARACETAMOL (ACETAMINOFÉN)💥 qué es, para qué sirve, efectos adversos, intoxicación y cómo funciona",qazJAQAW6Ss,2022-03-02T15:53:12Z,youtube,0.0,neutral
"Muchísimas gracias! Dr. Sanagustín. Información, indicaciones muy completas. Excelente.
🌻",@lilianariveros7119,8,"PARACETAMOL (ACETAMINOFÉN)💥 qué es, para qué sirve, efectos adversos, intoxicación y cómo funciona",qazJAQAW6Ss,2021-12-04T00:17:49Z,youtube,0.0,neutral
"Es la primera vez que veo un vídeo suyo , muchas gracias por explicarse tan bien y tan claro , gracias desde Canarias 🇮🇨😍👏🏻👏🏻",@mariadelrosariovegachil4181,3,"PARACETAMOL (ACETAMINOFÉN)💥 qué es, para qué sirve, efectos adversos, intoxicación y cómo funciona",qazJAQAW6Ss,2022-01-27T23:55:51Z,youtube,0.0,neutral
